policy_id,account_id,producer_id,policy_number,product_code,policy_status,effective_date,expiration_date,cancellation_date,cancellation_reason,updated_timestamp
510,510,510,POL100510,LIABILITY,CANCELLED,2024-05-25,2025-05-25,2024-11-21,Customer Request,2025-05-25 10:00:00
511,511,511,POL100511,WORKCOMP,ACTIVE,2024-05-26,2025-05-26,,,2025-05-26 10:00:00
512,512,512,POL100512,AUTO,EXPIRED,2024-05-27,2025-05-27,,,2025-05-27 10:00:00
513,513,513,POL100513,HOME,CANCELLED,2024-05-28,2025-05-28,2024-11-24,Non-payment,2025-05-28 10:00:00
514,514,514,POL100514,COMM,ACTIVE,2024-05-29,2025-05-29,,,2025-05-29 10:00:00
515,515,515,POL100515,FIRE,EXPIRED,2024-05-30,2025-05-30,,,2025-05-30 10:00:00
516,516,516,POL100516,MARINE,CANCELLED,2024-05-31,2025-05-31,2024-11-27,Customer Request,2025-05-31 10:00:00
517,517,517,POL100517,LIABILITY,ACTIVE,2024-06-01,2025-06-01,,,2025-06-01 10:00:00
518,518,518,POL100518,WORKCOMP,EXPIRED,2024-06-02,2025-06-02,,,2025-06-02 10:00:00
519,519,519,POL100519,AUTO,CANCELLED,2024-06-03,2025-06-03,2024-11-30,Non-payment,2025-06-03 10:00:00
520,520,520,POL100520,HOME,ACTIVE,2024-06-04,2025-06-04,,,2025-06-04 10:00:00
521,521,521,POL100521,COMM,EXPIRED,2024-06-05,2025-06-05,,,2025-06-05 10:00:00
522,522,522,POL100522,FIRE,CANCELLED,2024-06-06,2025-06-06,2024-12-03,Underwriting Decision,2025-06-06 10:00:00
523,523,523,POL100523,MARINE,ACTIVE,2024-06-07,2025-06-07,,,2025-06-07 10:00:00
524,524,524,POL100524,LIABILITY,EXPIRED,2024-06-08,2025-06-08,,,2025-06-08 10:00:00
525,525,525,POL100525,WORKCOMP,CANCELLED,2024-06-09,2025-06-09,2024-12-06,Underwriting Decision,2025-06-09 10:00:00
526,526,526,POL100526,AUTO,ACTIVE,2024-06-10,2025-06-10,,,2025-06-10 10:00:00
527,527,527,POL100527,HOME,EXPIRED,2024-06-11,2025-06-11,,,2025-06-11 10:00:00
528,528,528,POL100528,COMM,CANCELLED,2024-06-12,2025-06-12,2024-12-09,Customer Request,2025-06-12 10:00:00
529,529,529,POL100529,FIRE,ACTIVE,2024-06-13,2025-06-13,,,2025-06-13 10:00:00
530,530,530,POL100530,MARINE,EXPIRED,2024-06-14,2025-06-14,,,2025-06-14 10:00:00
531,531,531,POL100531,LIABILITY,CANCELLED,2024-06-15,2025-06-15,2024-12-12,Underwriting Decision,2025-06-15 10:00:00
532,532,532,POL100532,WORKCOMP,ACTIVE,2024-06-16,2025-06-16,,,2025-06-16 10:00:00
533,533,533,POL100533,AUTO,EXPIRED,2024-06-17,2025-06-17,,,2025-06-17 10:00:00
534,534,534,POL100534,HOME,CANCELLED,2024-06-18,2025-06-18,2024-12-15,Non-payment,2025-06-18 10:00:00
535,535,535,POL100535,COMM,ACTIVE,2024-06-19,2025-06-19,,,2025-06-19 10:00:00
536,536,536,POL100536,FIRE,EXPIRED,2024-06-20,2025-06-20,,,2025-06-20 10:00:00
537,537,537,POL100537,MARINE,CANCELLED,2024-06-21,2025-06-21,2024-12-18,Underwriting Decision,2025-06-21 10:00:00
538,538,538,POL100538,LIABILITY,ACTIVE,2024-06-22,2025-06-22,,,2025-06-22 10:00:00
539,539,539,POL100539,WORKCOMP,EXPIRED,2024-06-23,2025-06-23,,,2025-06-23 10:00:00
540,540,540,POL100540,AUTO,CANCELLED,2024-06-24,2025-06-24,2024-12-21,Non-payment,2025-06-24 10:00:00
541,541,541,POL100541,HOME,ACTIVE,2024-06-25,2025-06-25,,,2025-06-25 10:00:00
542,542,542,POL100542,COMM,EXPIRED,2024-06-26,2025-06-26,,,2025-06-26 10:00:00
543,543,543,POL100543,FIRE,CANCELLED,2024-06-27,2025-06-27,2024-12-24,Underwriting Decision,2025-06-27 10:00:00
544,544,544,POL100544,MARINE,ACTIVE,2024-06-28,2025-06-28,,,2025-06-28 10:00:00
545,545,545,POL100545,LIABILITY,EXPIRED,2024-06-29,2025-06-29,,,2025-06-29 10:00:00
546,546,546,POL100546,WORKCOMP,CANCELLED,2024-06-30,2025-06-30,2024-12-27,Customer Request,2025-06-30 10:00:00
547,547,547,POL100547,AUTO,ACTIVE,2024-07-01,2025-07-01,,,2025-07-01 10:00:00
548,548,548,POL100548,HOME,EXPIRED,2024-07-02,2025-07-02,,,2025-07-02 10:00:00
549,549,549,POL100549,COMM,CANCELLED,2024-07-03,2025-07-03,2024-12-30,Underwriting Decision,2025-07-03 10:00:00
550,550,550,POL100550,FIRE,ACTIVE,2024-07-04,2025-07-04,,,2025-07-04 10:00:00
551,551,551,POL100551,MARINE,EXPIRED,2024-07-05,2025-07-05,,,2025-07-05 10:00:00
552,552,552,POL100552,LIABILITY,CANCELLED,2024-07-06,2025-07-06,2025-01-02,Underwriting Decision,2025-07-06 10:00:00
553,553,553,POL100553,WORKCOMP,ACTIVE,2024-07-07,2025-07-07,,,2025-07-07 10:00:00
554,554,554,POL100554,AUTO,EXPIRED,2024-07-08,2025-07-08,,,2025-07-08 10:00:00
555,555,555,POL100555,HOME,CANCELLED,2024-07-09,2025-07-09,2025-01-05,Underwriting Decision,2025-07-09 10:00:00
556,556,556,POL100556,COMM,ACTIVE,2024-07-10,2025-07-10,,,2025-07-10 10:00:00
557,557,557,POL100557,FIRE,EXPIRED,2024-07-11,2025-07-11,,,2025-07-11 10:00:00
558,558,558,POL100558,MARINE,CANCELLED,2024-07-12,2025-07-12,2025-01-08,Non-payment,2025-07-12 10:00:00
559,559,559,POL100559,LIABILITY,ACTIVE,2024-07-13,2025-07-13,,,2025-07-13 10:00:00
560,560,560,POL100560,WORKCOMP,EXPIRED,2024-07-14,2025-07-14,,,2025-07-14 10:00:00
561,561,561,POL100561,AUTO,CANCELLED,2024-07-15,2025-07-15,2025-01-11,Non-payment,2025-07-15 10:00:00
562,562,562,POL100562,HOME,ACTIVE,2024-07-16,2025-07-16,,,2025-07-16 10:00:00
563,563,563,POL100563,COMM,EXPIRED,2024-07-17,2025-07-17,,,2025-07-17 10:00:00
564,564,564,POL100564,FIRE,CANCELLED,2024-07-18,2025-07-18,2025-01-14,Customer Request,2025-07-18 10:00:00
565,565,565,POL100565,MARINE,ACTIVE,2024-07-19,2025-07-19,,,2025-07-19 10:00:00
566,566,566,POL100566,LIABILITY,EXPIRED,2024-07-20,2025-07-20,,,2025-07-20 10:00:00
567,567,567,POL100567,WORKCOMP,CANCELLED,2024-07-21,2025-07-21,2025-01-17,Non-payment,2025-07-21 10:00:00
568,568,568,POL100568,AUTO,ACTIVE,2024-07-22,2025-07-22,,,2025-07-22 10:00:00
569,569,569,POL100569,HOME,EXPIRED,2024-07-23,2025-07-23,,,2025-07-23 10:00:00
570,570,570,POL100570,COMM,CANCELLED,2024-07-24,2025-07-24,2025-01-20,Underwriting Decision,2025-07-24 10:00:00
571,571,571,POL100571,FIRE,ACTIVE,2024-07-25,2025-07-25,,,2025-07-25 10:00:00
572,572,572,POL100572,MARINE,EXPIRED,2024-07-26,2025-07-26,,,2025-07-26 10:00:00
573,573,573,POL100573,LIABILITY,CANCELLED,2024-07-27,2025-07-27,2025-01-23,Underwriting Decision,2025-07-27 10:00:00
574,574,574,POL100574,WORKCOMP,ACTIVE,2024-07-28,2025-07-28,,,2025-07-28 10:00:00
575,575,575,POL100575,AUTO,EXPIRED,2024-07-29,2025-07-29,,,2025-07-29 10:00:00
576,576,576,POL100576,HOME,CANCELLED,2024-07-30,2025-07-30,2025-01-26,Non-payment,2025-07-30 10:00:00
577,577,577,POL100577,COMM,ACTIVE,2024-07-31,2025-07-31,,,2025-07-31 10:00:00
578,578,578,POL100578,FIRE,EXPIRED,2024-08-01,2025-08-01,,,2025-08-01 10:00:00
579,579,579,POL100579,MARINE,CANCELLED,2024-08-02,2025-08-02,2025-01-29,Underwriting Decision,2025-08-02 10:00:00
580,580,580,POL100580,LIABILITY,ACTIVE,2024-08-03,2025-08-03,,,2025-08-03 10:00:00
581,581,581,POL100581,WORKCOMP,EXPIRED,2024-08-04,2025-08-04,,,2025-08-04 10:00:00
582,582,582,POL100582,AUTO,CANCELLED,2024-08-05,2025-08-05,2025-02-01,Customer Request,2025-08-05 10:00:00
583,583,583,POL100583,HOME,ACTIVE,2024-08-06,2025-08-06,,,2025-08-06 10:00:00
584,584,584,POL100584,COMM,EXPIRED,2024-08-07,2025-08-07,,,2025-08-07 10:00:00
585,585,585,POL100585,FIRE,CANCELLED,2024-08-08,2025-08-08,2025-02-04,Customer Request,2025-08-08 10:00:00
586,586,586,POL100586,MARINE,ACTIVE,2024-08-09,2025-08-09,,,2025-08-09 10:00:00
587,587,587,POL100587,LIABILITY,EXPIRED,2024-08-10,2025-08-10,,,2025-08-10 10:00:00
588,588,588,POL100588,WORKCOMP,CANCELLED,2024-08-11,2025-08-11,2025-02-07,Non-payment,2025-08-11 10:00:00
589,589,589,POL100589,AUTO,ACTIVE,2024-08-12,2025-08-12,,,2025-08-12 10:00:00
590,590,590,POL100590,HOME,EXPIRED,2024-08-13,2025-08-13,,,2025-08-13 10:00:00
591,591,591,POL100591,COMM,CANCELLED,2024-08-14,2025-08-14,2025-02-10,Non-payment,2025-08-14 10:00:00
592,592,592,POL100592,FIRE,ACTIVE,2024-08-15,2025-08-15,,,2025-08-15 10:00:00
593,593,593,POL100593,MARINE,EXPIRED,2024-08-16,2025-08-16,,,2025-08-16 10:00:00
594,594,594,POL100594,LIABILITY,CANCELLED,2024-08-17,2025-08-17,2025-02-13,Customer Request,2025-08-17 10:00:00
595,595,595,POL100595,WORKCOMP,ACTIVE,2024-08-18,2025-08-18,,,2025-08-18 10:00:00
596,596,596,POL100596,AUTO,EXPIRED,2024-08-19,2025-08-19,,,2025-08-19 10:00:00
597,597,597,POL100597,HOME,CANCELLED,2024-08-20,2025-08-20,2025-02-16,Customer Request,2025-08-20 10:00:00
598,598,598,POL100598,COMM,ACTIVE,2024-08-21,2025-08-21,,,2025-08-21 10:00:00
599,599,599,POL100599,FIRE,EXPIRED,2024-08-22,2025-08-22,,,2025-08-22 10:00:00
600,600,600,POL100600,MARINE,CANCELLED,2024-08-23,2025-08-23,2025-02-19,Non-payment,2025-08-23 10:00:00
601,601,601,POL100601,LIABILITY,ACTIVE,2024-08-24,2025-08-24,,,2025-08-24 10:00:00
602,602,602,POL100602,WORKCOMP,EXPIRED,2024-08-25,2025-08-25,,,2025-08-25 10:00:00
603,603,603,POL100603,AUTO,CANCELLED,2024-08-26,2025-08-26,2025-02-22,Non-payment,2025-08-26 10:00:00
604,604,604,POL100604,HOME,ACTIVE,2024-08-27,2025-08-27,,,2025-08-27 10:00:00
605,605,605,POL100605,COMM,EXPIRED,2024-08-28,2025-08-28,,,2025-08-28 10:00:00
606,606,606,POL100606,FIRE,CANCELLED,2024-08-29,2025-08-29,2025-02-25,Non-payment,2025-08-29 10:00:00
607,607,607,POL100607,MARINE,ACTIVE,2024-08-30,2025-08-30,,,2025-08-30 10:00:00
608,608,608,POL100608,LIABILITY,EXPIRED,2024-08-31,2025-08-31,,,2025-08-31 10:00:00
609,609,609,POL100609,WORKCOMP,CANCELLED,2024-09-01,2025-09-01,2025-02-28,Underwriting Decision,2025-09-01 10:00:00
610,610,610,POL100610,AUTO,ACTIVE,2024-09-02,2025-09-02,,,2025-09-02 10:00:00
611,611,611,POL100611,HOME,EXPIRED,2024-09-03,2025-09-03,,,2025-09-03 10:00:00
612,612,612,POL100612,COMM,CANCELLED,2024-09-04,2025-09-04,2025-03-03,Non-payment,2025-09-04 10:00:00
613,613,613,POL100613,FIRE,ACTIVE,2024-09-05,2025-09-05,,,2025-09-05 10:00:00
614,614,614,POL100614,MARINE,EXPIRED,2024-09-06,2025-09-06,,,2025-09-06 10:00:00
615,615,615,POL100615,LIABILITY,CANCELLED,2024-09-07,2025-09-07,2025-03-06,Non-payment,2025-09-07 10:00:00
616,616,616,POL100616,WORKCOMP,ACTIVE,2024-09-08,2025-09-08,,,2025-09-08 10:00:00
617,617,617,POL100617,AUTO,EXPIRED,2024-09-09,2025-09-09,,,2025-09-09 10:00:00
618,618,618,POL100618,HOME,CANCELLED,2024-09-10,2025-09-10,2025-03-09,Underwriting Decision,2025-09-10 10:00:00
619,619,619,POL100619,COMM,ACTIVE,2024-09-11,2025-09-11,,,2025-09-11 10:00:00
620,620,620,POL100620,FIRE,EXPIRED,2024-09-12,2025-09-12,,,2025-09-12 10:00:00
621,621,621,POL100621,MARINE,CANCELLED,2024-09-13,2025-09-13,2025-03-12,Customer Request,2025-09-13 10:00:00
622,622,622,POL100622,LIABILITY,ACTIVE,2024-09-14,2025-09-14,,,2025-09-14 10:00:00
623,623,623,POL100623,WORKCOMP,EXPIRED,2024-09-15,2025-09-15,,,2025-09-15 10:00:00
624,624,624,POL100624,AUTO,CANCELLED,2024-09-16,2025-09-16,2025-03-15,Non-payment,2025-09-16 10:00:00
625,625,625,POL100625,HOME,ACTIVE,2024-09-17,2025-09-17,,,2025-09-17 10:00:00
626,626,626,POL100626,COMM,EXPIRED,2024-09-18,2025-09-18,,,2025-09-18 10:00:00
627,627,627,POL100627,FIRE,CANCELLED,2024-09-19,2025-09-19,2025-03-18,Underwriting Decision,2025-09-19 10:00:00
628,628,628,POL100628,MARINE,ACTIVE,2024-09-20,2025-09-20,,,2025-09-20 10:00:00
629,629,629,POL100629,LIABILITY,EXPIRED,2024-09-21,2025-09-21,,,2025-09-21 10:00:00
630,630,630,POL100630,WORKCOMP,CANCELLED,2024-09-22,2025-09-22,2025-03-21,Non-payment,2025-09-22 10:00:00
631,631,631,POL100631,AUTO,ACTIVE,2024-09-23,2025-09-23,,,2025-09-23 10:00:00
632,632,632,POL100632,HOME,EXPIRED,2024-09-24,2025-09-24,,,2025-09-24 10:00:00
633,633,633,POL100633,COMM,CANCELLED,2024-09-25,2025-09-25,2025-03-24,Non-payment,2025-09-25 10:00:00
634,634,634,POL100634,FIRE,ACTIVE,2024-09-26,2025-09-26,,,2025-09-26 10:00:00
635,635,635,POL100635,MARINE,EXPIRED,2024-09-27,2025-09-27,,,2025-09-27 10:00:00
636,636,636,POL100636,LIABILITY,CANCELLED,2024-09-28,2025-09-28,2025-03-27,Underwriting Decision,2025-09-28 10:00:00
637,637,637,POL100637,WORKCOMP,ACTIVE,2024-09-29,2025-09-29,,,2025-09-29 10:00:00
638,638,638,POL100638,AUTO,EXPIRED,2024-09-30,2025-09-30,,,2025-09-30 10:00:00
639,639,639,POL100639,HOME,CANCELLED,2024-10-01,2025-10-01,2025-03-30,Customer Request,2025-10-01 10:00:00
640,640,640,POL100640,COMM,ACTIVE,2024-10-02,2025-10-02,,,2025-10-02 10:00:00
641,641,641,POL100641,FIRE,EXPIRED,2024-10-03,2025-10-03,,,2025-10-03 10:00:00
642,642,642,POL100642,MARINE,CANCELLED,2024-10-04,2025-10-04,2025-04-02,Underwriting Decision,2025-10-04 10:00:00
643,643,643,POL100643,LIABILITY,ACTIVE,2024-10-05,2025-10-05,,,2025-10-05 10:00:00
644,644,644,POL100644,WORKCOMP,EXPIRED,2024-10-06,2025-10-06,,,2025-10-06 10:00:00
645,645,645,POL100645,AUTO,CANCELLED,2024-10-07,2025-10-07,2025-04-05,Non-payment,2025-10-07 10:00:00
646,646,646,POL100646,HOME,ACTIVE,2024-10-08,2025-10-08,,,2025-10-08 10:00:00
647,647,647,POL100647,COMM,EXPIRED,2024-10-09,2025-10-09,,,2025-10-09 10:00:00
648,648,648,POL100648,FIRE,CANCELLED,2024-10-10,2025-10-10,2025-04-08,Customer Request,2025-10-10 10:00:00
649,649,649,POL100649,MARINE,ACTIVE,2024-10-11,2025-10-11,,,2025-10-11 10:00:00
650,650,650,POL100650,LIABILITY,EXPIRED,2024-10-12,2025-10-12,,,2025-10-12 10:00:00
651,651,651,POL100651,WORKCOMP,CANCELLED,2024-10-13,2025-10-13,2025-04-11,Underwriting Decision,2025-10-13 10:00:00
652,652,652,POL100652,AUTO,ACTIVE,2024-10-14,2025-10-14,,,2025-10-14 10:00:00
653,653,653,POL100653,HOME,EXPIRED,2024-10-15,2025-10-15,,,2025-10-15 10:00:00
654,654,654,POL100654,COMM,CANCELLED,2024-10-16,2025-10-16,2025-04-14,Underwriting Decision,2025-10-16 10:00:00
655,655,655,POL100655,FIRE,ACTIVE,2024-10-17,2025-10-17,,,2025-10-17 10:00:00
656,656,656,POL100656,MARINE,EXPIRED,2024-10-18,2025-10-18,,,2025-10-18 10:00:00
657,657,657,POL100657,LIABILITY,CANCELLED,2024-10-19,2025-10-19,2025-04-17,Customer Request,2025-10-19 10:00:00
658,658,658,POL100658,WORKCOMP,ACTIVE,2024-10-20,2025-10-20,,,2025-10-20 10:00:00
659,659,659,POL100659,AUTO,EXPIRED,2024-10-21,2025-10-21,,,2025-10-21 10:00:00
660,660,660,POL100660,HOME,CANCELLED,2024-10-22,2025-10-22,2025-04-20,Non-payment,2025-10-22 10:00:00
661,661,661,POL100661,COMM,ACTIVE,2024-10-23,2025-10-23,,,2025-10-23 10:00:00
662,662,662,POL100662,FIRE,EXPIRED,2024-10-24,2025-10-24,,,2025-10-24 10:00:00
663,663,663,POL100663,MARINE,CANCELLED,2024-10-25,2025-10-25,2025-04-23,Underwriting Decision,2025-10-25 10:00:00
664,664,664,POL100664,LIABILITY,ACTIVE,2024-10-26,2025-10-26,,,2025-10-26 10:00:00
665,665,665,POL100665,WORKCOMP,EXPIRED,2024-10-27,2025-10-27,,,2025-10-27 10:00:00
666,666,666,POL100666,AUTO,CANCELLED,2024-10-28,2025-10-28,2025-04-26,Underwriting Decision,2025-10-28 10:00:00
667,667,667,POL100667,HOME,ACTIVE,2024-10-29,2025-10-29,,,2025-10-29 10:00:00
668,668,668,POL100668,COMM,EXPIRED,2024-10-30,2025-10-30,,,2025-10-30 10:00:00
669,669,669,POL100669,FIRE,CANCELLED,2024-10-31,2025-10-31,2025-04-29,Underwriting Decision,2025-10-31 10:00:00
670,670,670,POL100670,MARINE,ACTIVE,2024-11-01,2025-11-01,,,2025-11-01 10:00:00
671,671,671,POL100671,LIABILITY,EXPIRED,2024-11-02,2025-11-02,,,2025-11-02 10:00:00
672,672,672,POL100672,WORKCOMP,CANCELLED,2024-11-03,2025-11-03,2025-05-02,Non-payment,2025-11-03 10:00:00
673,673,673,POL100673,AUTO,ACTIVE,2024-11-04,2025-11-04,,,2025-11-04 10:00:00
674,674,674,POL100674,HOME,EXPIRED,2024-11-05,2025-11-05,,,2025-11-05 10:00:00
675,675,675,POL100675,COMM,CANCELLED,2024-11-06,2025-11-06,2025-05-05,Underwriting Decision,2025-11-06 10:00:00
676,676,676,POL100676,FIRE,ACTIVE,2024-11-07,2025-11-07,,,2025-11-07 10:00:00
677,677,677,POL100677,MARINE,EXPIRED,2024-11-08,2025-11-08,,,2025-11-08 10:00:00
678,678,678,POL100678,LIABILITY,CANCELLED,2024-11-09,2025-11-09,2025-05-08,Customer Request,2025-11-09 10:00:00
679,679,679,POL100679,WORKCOMP,ACTIVE,2024-11-10,2025-11-10,,,2025-11-10 10:00:00
680,680,680,POL100680,AUTO,EXPIRED,2024-11-11,2025-11-11,,,2025-11-11 10:00:00
681,681,681,POL100681,HOME,CANCELLED,2024-11-12,2025-11-12,2025-05-11,Customer Request,2025-11-12 10:00:00
682,682,682,POL100682,COMM,ACTIVE,2024-11-13,2025-11-13,,,2025-11-13 10:00:00
683,683,683,POL100683,FIRE,EXPIRED,2024-11-14,2025-11-14,,,2025-11-14 10:00:00
684,684,684,POL100684,MARINE,CANCELLED,2024-11-15,2025-11-15,2025-05-14,Underwriting Decision,2025-11-15 10:00:00
685,685,685,POL100685,LIABILITY,ACTIVE,2024-11-16,2025-11-16,,,2025-11-16 10:00:00
686,686,686,POL100686,WORKCOMP,EXPIRED,2024-11-17,2025-11-17,,,2025-11-17 10:00:00
687,687,687,POL100687,AUTO,CANCELLED,2024-11-18,2025-11-18,2025-05-17,Underwriting Decision,2025-11-18 10:00:00
688,688,688,POL100688,HOME,ACTIVE,2024-11-19,2025-11-19,,,2025-11-19 10:00:00
689,689,689,POL100689,COMM,EXPIRED,2024-11-20,2025-11-20,,,2025-11-20 10:00:00
690,690,690,POL100690,FIRE,CANCELLED,2024-11-21,2025-11-21,2025-05-20,Customer Request,2025-11-21 10:00:00
691,691,691,POL100691,MARINE,ACTIVE,2024-11-22,2025-11-22,,,2025-11-22 10:00:00
692,692,692,POL100692,LIABILITY,EXPIRED,2024-11-23,2025-11-23,,,2025-11-23 10:00:00
693,693,693,POL100693,WORKCOMP,CANCELLED,2024-11-24,2025-11-24,2025-05-23,Customer Request,2025-11-24 10:00:00
694,694,694,POL100694,AUTO,ACTIVE,2024-11-25,2025-11-25,,,2025-11-25 10:00:00
695,695,695,POL100695,HOME,EXPIRED,2024-11-26,2025-11-26,,,2025-11-26 10:00:00
696,696,696,POL100696,COMM,CANCELLED,2024-11-27,2025-11-27,2025-05-26,Underwriting Decision,2025-11-27 10:00:00
697,697,697,POL100697,FIRE,ACTIVE,2024-11-28,2025-11-28,,,2025-11-28 10:00:00
698,698,698,POL100698,MARINE,EXPIRED,2024-11-29,2025-11-29,,,2025-11-29 10:00:00
699,699,699,POL100699,LIABILITY,CANCELLED,2024-11-30,2025-11-30,2025-05-29,Customer Request,2025-11-30 10:00:00
700,700,700,POL100700,WORKCOMP,ACTIVE,2023-01-01,2024-01-01,,,2024-01-01 10:00:00
701,701,701,POL100701,AUTO,EXPIRED,2023-01-02,2024-01-02,,,2024-01-02 10:00:00
702,702,702,POL100702,HOME,CANCELLED,2023-01-03,2024-01-03,2023-07-02,Non-payment,2024-01-03 10:00:00
703,703,703,POL100703,COMM,ACTIVE,2023-01-04,2024-01-04,,,2024-01-04 10:00:00
704,704,704,POL100704,FIRE,EXPIRED,2023-01-05,2024-01-05,,,2024-01-05 10:00:00
705,705,705,POL100705,MARINE,CANCELLED,2023-01-06,2024-01-06,2023-07-05,Non-payment,2024-01-06 10:00:00
706,706,706,POL100706,LIABILITY,ACTIVE,2023-01-07,2024-01-07,,,2024-01-07 10:00:00
707,707,707,POL100707,WORKCOMP,EXPIRED,2023-01-08,2024-01-08,,,2024-01-08 10:00:00
708,708,708,POL100708,AUTO,CANCELLED,2023-01-09,2024-01-09,2023-07-08,Non-payment,2024-01-09 10:00:00
709,709,709,POL100709,HOME,ACTIVE,2023-01-10,2024-01-10,,,2024-01-10 10:00:00
710,710,710,POL100710,COMM,EXPIRED,2023-01-11,2024-01-11,,,2024-01-11 10:00:00
711,711,711,POL100711,FIRE,CANCELLED,2023-01-12,2024-01-12,2023-07-11,Non-payment,2024-01-12 10:00:00
712,712,712,POL100712,MARINE,ACTIVE,2023-01-13,2024-01-13,,,2024-01-13 10:00:00
713,713,713,POL100713,LIABILITY,EXPIRED,2023-01-14,2024-01-14,,,2024-01-14 10:00:00
714,714,714,POL100714,WORKCOMP,CANCELLED,2023-01-15,2024-01-15,2023-07-14,Customer Request,2024-01-15 10:00:00
715,715,715,POL100715,AUTO,ACTIVE,2023-01-16,2024-01-16,,,2024-01-16 10:00:00
716,716,716,POL100716,HOME,EXPIRED,2023-01-17,2024-01-17,,,2024-01-17 10:00:00
717,717,717,POL100717,COMM,CANCELLED,2023-01-18,2024-01-18,2023-07-17,Non-payment,2024-01-18 10:00:00
718,718,718,POL100718,FIRE,ACTIVE,2023-01-19,2024-01-19,,,2024-01-19 10:00:00
719,719,719,POL100719,MARINE,EXPIRED,2023-01-20,2024-01-20,,,2024-01-20 10:00:00
720,720,720,POL100720,LIABILITY,CANCELLED,2023-01-21,2024-01-21,2023-07-20,Underwriting Decision,2024-01-21 10:00:00
721,721,721,POL100721,WORKCOMP,ACTIVE,2023-01-22,2024-01-22,,,2024-01-22 10:00:00
722,722,722,POL100722,AUTO,EXPIRED,2023-01-23,2024-01-23,,,2024-01-23 10:00:00
723,723,723,POL100723,HOME,CANCELLED,2023-01-24,2024-01-24,2023-07-23,Underwriting Decision,2024-01-24 10:00:00
724,724,724,POL100724,COMM,ACTIVE,2023-01-25,2024-01-25,,,2024-01-25 10:00:00
725,725,725,POL100725,FIRE,EXPIRED,2023-01-26,2024-01-26,,,2024-01-26 10:00:00
726,726,726,POL100726,MARINE,CANCELLED,2023-01-27,2024-01-27,2023-07-26,Non-payment,2024-01-27 10:00:00
727,727,727,POL100727,LIABILITY,ACTIVE,2023-01-28,2024-01-28,,,2024-01-28 10:00:00
728,728,728,POL100728,WORKCOMP,EXPIRED,2023-01-29,2024-01-29,,,2024-01-29 10:00:00
729,729,729,POL100729,AUTO,CANCELLED,2023-01-30,2024-01-30,2023-07-29,Underwriting Decision,2024-01-30 10:00:00
730,730,730,POL100730,HOME,ACTIVE,2023-01-31,2024-01-31,,,2024-01-31 10:00:00
731,731,731,POL100731,COMM,EXPIRED,2023-02-01,2024-02-01,,,2024-02-01 10:00:00
732,732,732,POL100732,FIRE,CANCELLED,2023-02-02,2024-02-02,2023-08-01,Non-payment,2024-02-02 10:00:00
733,733,733,POL100733,MARINE,ACTIVE,2023-02-03,2024-02-03,,,2024-02-03 10:00:00
734,734,734,POL100734,LIABILITY,EXPIRED,2023-02-04,2024-02-04,,,2024-02-04 10:00:00
735,735,735,POL100735,WORKCOMP,CANCELLED,2023-02-05,2024-02-05,2023-08-04,Non-payment,2024-02-05 10:00:00
736,736,736,POL100736,AUTO,ACTIVE,2023-02-06,2024-02-06,,,2024-02-06 10:00:00
737,737,737,POL100737,HOME,EXPIRED,2023-02-07,2024-02-07,,,2024-02-07 10:00:00
738,738,738,POL100738,COMM,CANCELLED,2023-02-08,2024-02-08,2023-08-07,Non-payment,2024-02-08 10:00:00
739,739,739,POL100739,FIRE,ACTIVE,2023-02-09,2024-02-09,,,2024-02-09 10:00:00
740,740,740,POL100740,MARINE,EXPIRED,2023-02-10,2024-02-10,,,2024-02-10 10:00:00
741,741,741,POL100741,LIABILITY,CANCELLED,2023-02-11,2024-02-11,2023-08-10,Underwriting Decision,2024-02-11 10:00:00
742,742,742,POL100742,WORKCOMP,ACTIVE,2023-02-12,2024-02-12,,,2024-02-12 10:00:00
743,743,743,POL100743,AUTO,EXPIRED,2023-02-13,2024-02-13,,,2024-02-13 10:00:00
744,744,744,POL100744,HOME,CANCELLED,2023-02-14,2024-02-14,2023-08-13,Underwriting Decision,2024-02-14 10:00:00
745,745,745,POL100745,COMM,ACTIVE,2023-02-15,2024-02-15,,,2024-02-15 10:00:00
746,746,746,POL100746,FIRE,EXPIRED,2023-02-16,2024-02-16,,,2024-02-16 10:00:00
747,747,747,POL100747,MARINE,CANCELLED,2023-02-17,2024-02-17,2023-08-16,Non-payment,2024-02-17 10:00:00
748,748,748,POL100748,LIABILITY,ACTIVE,2023-02-18,2024-02-18,,,2024-02-18 10:00:00
749,749,749,POL100749,WORKCOMP,EXPIRED,2023-02-19,2024-02-19,,,2024-02-19 10:00:00
750,750,750,POL100750,AUTO,CANCELLED,2023-02-20,2024-02-20,2023-08-19,Non-payment,2024-02-20 10:00:00
751,751,751,POL100751,HOME,ACTIVE,2023-02-21,2024-02-21,,,2024-02-21 10:00:00
752,752,752,POL100752,COMM,EXPIRED,2023-02-22,2024-02-22,,,2024-02-22 10:00:00
753,753,753,POL100753,FIRE,CANCELLED,2023-02-23,2024-02-23,2023-08-22,Non-payment,2024-02-23 10:00:00
754,754,754,POL100754,MARINE,ACTIVE,2023-02-24,2024-02-24,,,2024-02-24 10:00:00
755,755,755,POL100755,LIABILITY,EXPIRED,2023-02-25,2024-02-25,,,2024-02-25 10:00:00
