location_id,policy_period_id,location_number,address_line1,address_line2,city,state_code,zip_code,country_code,occupancy_type,building_value,contents_value
478,478,LOC000478,578 Main Street,,Ahmedabad,GJ,600479,US,TENANT_OCCUPIED,7632613.46,3963875.74
479,479,LOC000479,579 Main Street,,Jaipur,RJ,600480,IN,VACANT,771413.77,2706032.93
480,480,LOC000480,580 Main Street,Suite 31,Kolkata,WB,600481,US,UNDER_CONSTRUCTION,9368327.54,3380500.49
481,481,LOC000481,581 Main Street,,Chennai,TN,600482,IN,OWNER_OCCUPIED,13610645.55,2943572.45
482,482,LOC000482,582 Main Street,,Bengaluru,KA,600483,US,TENANT_OCCUPIED,16537137.37,4704444.86
483,483,LOC000483,583 Main Street,Suite 34,Mumbai,MH,600484,IN,VACANT,2612748.99,1207418.42
484,484,LOC000484,584 Main Street,,Hyderabad,TS,600485,US,UNDER_CONSTRUCTION,987980.67,4426962.48
485,485,LOC000485,585 Main Street,,Vijayawada,AP,600486,IN,OWNER_OCCUPIED,11447443.95,4580516.75
486,486,LOC000486,586 Main Street,Suite 37,Kochi,KL,600487,US,TENANT_OCCUPIED,4816660.4,362924.35
487,487,LOC000487,587 Main Street,,Delhi,DL,600488,IN,VACANT,16565179.35,4551468.81
488,488,LOC000488,588 Main Street,,Ahmedabad,GJ,600489,US,UNDER_CONSTRUCTION,6392708.4,2071064.49
489,489,LOC000489,589 Main Street,Suite 40,Jaipur,RJ,600490,IN,OWNER_OCCUPIED,3225651.74,4733994.59
490,490,LOC000490,590 Main Street,,Kolkata,WB,600491,US,TENANT_OCCUPIED,6435109.39,2488491.86
491,491,LOC000491,591 Main Street,,Chennai,TN,600492,IN,VACANT,2395243.97,4441933.58
492,492,LOC000492,592 Main Street,Suite 43,Bengaluru,KA,600493,US,UNDER_CONSTRUCTION,3145448.95,2295536.6
493,493,LOC000493,593 Main Street,,Mumbai,MH,600494,IN,OWNER_OCCUPIED,13574481.27,3728543.6
494,494,LOC000494,594 Main Street,,Hyderabad,TS,600495,US,TENANT_OCCUPIED,18946494.67,2124677.43
495,495,LOC000495,595 Main Street,Suite 46,Vijayawada,AP,600496,IN,VACANT,14974245.79,814888.37
496,496,LOC000496,596 Main Street,,Kochi,KL,600497,US,UNDER_CONSTRUCTION,8590248.29,540157.09
497,497,LOC000497,597 Main Street,,Delhi,DL,600498,IN,OWNER_OCCUPIED,10042267.24,2070173.63
498,498,LOC000498,598 Main Street,Suite 49,Ahmedabad,GJ,600499,US,TENANT_OCCUPIED,19054669.74,211945.62
499,499,LOC000499,599 Main Street,,Jaipur,RJ,600500,IN,VACANT,7725334.2,2244746.28
500,500,LOC000500,600 Main Street,,Kolkata,WB,600501,US,UNDER_CONSTRUCTION,19035825.81,4284478.46
501,501,LOC000501,601 Main Street,Suite 2,Chennai,TN,600502,IN,OWNER_OCCUPIED,2437415.18,3444117.31
502,502,LOC000502,602 Main Street,,Bengaluru,KA,600503,US,TENANT_OCCUPIED,11117084.3,4890320.52
503,503,LOC000503,603 Main Street,,Mumbai,MH,600504,IN,VACANT,7494139.9,2020791.23
504,504,LOC000504,604 Main Street,Suite 5,Hyderabad,TS,600505,US,UNDER_CONSTRUCTION,4201266.96,654690.61
505,505,LOC000505,605 Main Street,,Vijayawada,AP,600506,IN,OWNER_OCCUPIED,17036647.18,2300850.97
506,506,LOC000506,606 Main Street,,Kochi,KL,600507,US,TENANT_OCCUPIED,13423990.39,3226437.11
507,507,LOC000507,607 Main Street,Suite 8,Delhi,DL,600508,IN,VACANT,12144346.21,155719.4
508,508,LOC000508,608 Main Street,,Ahmedabad,GJ,600509,US,UNDER_CONSTRUCTION,15842494.51,1255666.04
509,509,LOC000509,609 Main Street,,Jaipur,RJ,600510,IN,OWNER_OCCUPIED,2955515.76,2844660.98
510,510,LOC000510,610 Main Street,Suite 11,Kolkata,WB,600511,US,TENANT_OCCUPIED,1837897.98,3837529.01
511,511,LOC000511,611 Main Street,,Chennai,TN,600512,IN,VACANT,4539568.72,1118959.19
512,512,LOC000512,612 Main Street,,Bengaluru,KA,600513,US,UNDER_CONSTRUCTION,17459060.82,1676369.79
513,513,LOC000513,613 Main Street,Suite 14,Mumbai,MH,600514,IN,OWNER_OCCUPIED,3377306.51,4507628.63
514,514,LOC000514,614 Main Street,,Hyderabad,TS,600515,US,TENANT_OCCUPIED,555293.25,4299110.33
515,515,LOC000515,615 Main Street,,Vijayawada,AP,600516,IN,VACANT,3321415.62,693461.05
516,516,LOC000516,616 Main Street,Suite 17,Kochi,KL,600517,US,UNDER_CONSTRUCTION,5387756.84,913760.75
517,517,LOC000517,617 Main Street,,Delhi,DL,600518,IN,OWNER_OCCUPIED,13390624.03,177611.74
518,518,LOC000518,618 Main Street,,Ahmedabad,GJ,600519,US,TENANT_OCCUPIED,789776.38,3960424.09
519,519,LOC000519,619 Main Street,Suite 20,Jaipur,RJ,600520,IN,VACANT,5139666.32,1652668.74
520,520,LOC000520,620 Main Street,,Kolkata,WB,600521,US,UNDER_CONSTRUCTION,3897800.93,309375.14
521,521,LOC000521,621 Main Street,,Chennai,TN,600522,IN,OWNER_OCCUPIED,14963502.11,2654123.36
522,522,LOC000522,622 Main Street,Suite 23,Bengaluru,KA,600523,US,TENANT_OCCUPIED,15040472.86,2407417.53
523,523,LOC000523,623 Main Street,,Mumbai,MH,600524,IN,VACANT,15671332.27,2590527.89
524,524,LOC000524,624 Main Street,,Hyderabad,TS,600525,US,UNDER_CONSTRUCTION,2626553.2,2544001.51
525,525,LOC000525,625 Main Street,Suite 26,Vijayawada,AP,600526,IN,OWNER_OCCUPIED,18935605.04,264656.93
526,526,LOC000526,626 Main Street,,Kochi,KL,600527,US,TENANT_OCCUPIED,15772926.42,4341555.49
527,527,LOC000527,627 Main Street,,Delhi,DL,600528,IN,VACANT,10668298.69,2317310.48
528,528,LOC000528,628 Main Street,Suite 29,Ahmedabad,GJ,600529,US,UNDER_CONSTRUCTION,19298510.57,351085.77
529,529,LOC000529,629 Main Street,,Jaipur,RJ,600530,IN,OWNER_OCCUPIED,9840147.26,2038005.41
530,530,LOC000530,630 Main Street,,Kolkata,WB,600531,US,TENANT_OCCUPIED,13878901.17,2476830.83
531,531,LOC000531,631 Main Street,Suite 32,Chennai,TN,600532,IN,VACANT,18239166.17,413779.04
532,532,LOC000532,632 Main Street,,Bengaluru,KA,600533,US,UNDER_CONSTRUCTION,2075414.31,3061072.25
533,533,LOC000533,633 Main Street,,Mumbai,MH,600534,IN,OWNER_OCCUPIED,1780803.55,1411329.2
534,534,LOC000534,634 Main Street,Suite 35,Hyderabad,TS,600535,US,TENANT_OCCUPIED,12844996.12,2764364.35
535,535,LOC000535,635 Main Street,,Vijayawada,AP,600536,IN,VACANT,6841116.14,4973407.39
536,536,LOC000536,636 Main Street,,Kochi,KL,600537,US,UNDER_CONSTRUCTION,10845858.33,2295891.32
537,537,LOC000537,637 Main Street,Suite 38,Delhi,DL,600538,IN,OWNER_OCCUPIED,12305822.43,540933.39
538,538,LOC000538,638 Main Street,,Ahmedabad,GJ,600539,US,TENANT_OCCUPIED,14184698.66,4271324.05
539,539,LOC000539,639 Main Street,,Jaipur,RJ,600540,IN,VACANT,13192874.97,3856365.51
540,540,LOC000540,640 Main Street,Suite 41,Kolkata,WB,600541,US,UNDER_CONSTRUCTION,14556378.37,1114364.18
541,541,LOC000541,641 Main Street,,Chennai,TN,600542,IN,OWNER_OCCUPIED,9305320.86,1181043.19
542,542,LOC000542,642 Main Street,,Bengaluru,KA,600543,US,TENANT_OCCUPIED,7109166.57,2294819.57
543,543,LOC000543,643 Main Street,Suite 44,Mumbai,MH,600544,IN,VACANT,8611798.18,520674.9
544,544,LOC000544,644 Main Street,,Hyderabad,TS,600545,US,UNDER_CONSTRUCTION,8821898.12,3342283.92
545,545,LOC000545,645 Main Street,,Vijayawada,AP,600546,IN,OWNER_OCCUPIED,7798869.96,805562.68
546,546,LOC000546,646 Main Street,Suite 47,Kochi,KL,600547,US,TENANT_OCCUPIED,18498208.2,382309.88
547,547,LOC000547,647 Main Street,,Delhi,DL,600548,IN,VACANT,16719551.83,511489.0
548,548,LOC000548,648 Main Street,,Ahmedabad,GJ,600549,US,UNDER_CONSTRUCTION,2383006.44,3707040.19
549,549,LOC000549,649 Main Street,Suite 50,Jaipur,RJ,600550,IN,OWNER_OCCUPIED,16329501.06,2804035.14
550,550,LOC000550,650 Main Street,,Kolkata,WB,600551,US,TENANT_OCCUPIED,11936069.11,2829852.75
551,551,LOC000551,651 Main Street,,Chennai,TN,600552,IN,VACANT,6928096.64,655044.86
552,552,LOC000552,652 Main Street,Suite 3,Bengaluru,KA,600553,US,UNDER_CONSTRUCTION,7395162.55,3343435.57
553,553,LOC000553,653 Main Street,,Mumbai,MH,600554,IN,OWNER_OCCUPIED,15130542.88,4347056.14
554,554,LOC000554,654 Main Street,,Hyderabad,TS,600555,US,TENANT_OCCUPIED,14560683.24,4843573.2
555,555,LOC000555,655 Main Street,Suite 6,Vijayawada,AP,600556,IN,VACANT,12207996.78,1790648.62
556,556,LOC000556,656 Main Street,,Kochi,KL,600557,US,UNDER_CONSTRUCTION,11769411.11,1103057.09
557,557,LOC000557,657 Main Street,,Delhi,DL,600558,IN,OWNER_OCCUPIED,13306357.91,1160012.1
558,558,LOC000558,658 Main Street,Suite 9,Ahmedabad,GJ,600559,US,TENANT_OCCUPIED,2610258.45,4234598.42
559,559,LOC000559,659 Main Street,,Jaipur,RJ,600560,IN,VACANT,7667440.49,3824897.88
560,560,LOC000560,660 Main Street,,Kolkata,WB,600561,US,UNDER_CONSTRUCTION,11694950.08,4045745.79
561,561,LOC000561,661 Main Street,Suite 12,Chennai,TN,600562,IN,OWNER_OCCUPIED,16980525.65,4874005.68
562,562,LOC000562,662 Main Street,,Bengaluru,KA,600563,US,TENANT_OCCUPIED,16459323.76,3087187.74
563,563,LOC000563,663 Main Street,,Mumbai,MH,600564,IN,VACANT,13032633.69,179956.47
564,564,LOC000564,664 Main Street,Suite 15,Hyderabad,TS,600565,US,UNDER_CONSTRUCTION,18617143.67,4155830.91
565,565,LOC000565,665 Main Street,,Vijayawada,AP,600566,IN,OWNER_OCCUPIED,5715230.64,943059.56
566,566,LOC000566,666 Main Street,,Kochi,KL,600567,US,TENANT_OCCUPIED,14202626.07,1579474.21
567,567,LOC000567,667 Main Street,Suite 18,Delhi,DL,600568,IN,VACANT,7126580.81,80223.66
568,568,LOC000568,668 Main Street,,Ahmedabad,GJ,600569,US,UNDER_CONSTRUCTION,17462322.78,2853289.42
569,569,LOC000569,669 Main Street,,Jaipur,RJ,600570,IN,OWNER_OCCUPIED,8315294.71,752279.54
570,570,LOC000570,670 Main Street,Suite 21,Kolkata,WB,600571,US,TENANT_OCCUPIED,12846854.25,201752.64
571,571,LOC000571,671 Main Street,,Chennai,TN,600572,IN,VACANT,15049179.36,1114907.76
572,572,LOC000572,672 Main Street,,Bengaluru,KA,600573,US,UNDER_CONSTRUCTION,8686733.63,1737435.11
573,573,LOC000573,673 Main Street,Suite 24,Mumbai,MH,600574,IN,OWNER_OCCUPIED,7716035.3,3621900.04
574,574,LOC000574,674 Main Street,,Hyderabad,TS,600575,US,TENANT_OCCUPIED,15648294.59,2859588.11
575,575,LOC000575,675 Main Street,,Vijayawada,AP,600576,IN,VACANT,2156662.28,310413.69
576,576,LOC000576,676 Main Street,Suite 27,Kochi,KL,600577,US,UNDER_CONSTRUCTION,3569492.99,3108299.0
577,577,LOC000577,677 Main Street,,Delhi,DL,600578,IN,OWNER_OCCUPIED,13642389.86,1396909.08
578,578,LOC000578,678 Main Street,,Ahmedabad,GJ,600579,US,TENANT_OCCUPIED,13407804.51,2454025.44
579,579,LOC000579,679 Main Street,Suite 30,Jaipur,RJ,600580,IN,VACANT,9119861.64,1402175.88
580,580,LOC000580,680 Main Street,,Kolkata,WB,600581,US,UNDER_CONSTRUCTION,15221391.3,613396.67
581,581,LOC000581,681 Main Street,,Chennai,TN,600582,IN,OWNER_OCCUPIED,8883315.85,1452070.03
582,582,LOC000582,682 Main Street,Suite 33,Bengaluru,KA,600583,US,TENANT_OCCUPIED,13730481.97,2458832.13
583,583,LOC000583,683 Main Street,,Mumbai,MH,600584,IN,VACANT,13509084.9,274815.94
584,584,LOC000584,684 Main Street,,Hyderabad,TS,600585,US,UNDER_CONSTRUCTION,8207636.22,3016658.54
585,585,LOC000585,685 Main Street,Suite 36,Vijayawada,AP,600586,IN,OWNER_OCCUPIED,649898.18,1542025.84
586,586,LOC000586,686 Main Street,,Kochi,KL,600587,US,TENANT_OCCUPIED,4619062.59,729312.29
587,587,LOC000587,687 Main Street,,Delhi,DL,600588,IN,VACANT,5482630.33,1674205.66
588,588,LOC000588,688 Main Street,Suite 39,Ahmedabad,GJ,600589,US,UNDER_CONSTRUCTION,650733.18,3747719.91
589,589,LOC000589,689 Main Street,,Jaipur,RJ,600590,IN,OWNER_OCCUPIED,3926048.64,1932026.86
590,590,LOC000590,690 Main Street,,Kolkata,WB,600591,US,TENANT_OCCUPIED,14221589.64,2526298.62
591,591,LOC000591,691 Main Street,Suite 42,Chennai,TN,600592,IN,VACANT,16750406.95,4040690.92
592,592,LOC000592,692 Main Street,,Bengaluru,KA,600593,US,UNDER_CONSTRUCTION,1905472.18,4315733.59
593,593,LOC000593,693 Main Street,,Mumbai,MH,600594,IN,OWNER_OCCUPIED,1324894.1,142770.61
594,594,LOC000594,694 Main Street,Suite 45,Hyderabad,TS,600595,US,TENANT_OCCUPIED,18462667.47,4317444.57
595,595,LOC000595,695 Main Street,,Vijayawada,AP,600596,IN,VACANT,11727303.63,2888328.42
596,596,LOC000596,696 Main Street,,Kochi,KL,600597,US,UNDER_CONSTRUCTION,14335229.75,2117585.1
597,597,LOC000597,697 Main Street,Suite 48,Delhi,DL,600598,IN,OWNER_OCCUPIED,2745880.77,153239.97
598,598,LOC000598,698 Main Street,,Ahmedabad,GJ,600599,US,TENANT_OCCUPIED,6832979.5,4016544.66
599,599,LOC000599,699 Main Street,,Jaipur,RJ,600600,IN,VACANT,12553442.63,4168528.27
600,600,LOC000600,700 Main Street,Suite 1,Kolkata,WB,600601,US,UNDER_CONSTRUCTION,18435510.16,486242.91
601,601,LOC000601,701 Main Street,,Chennai,TN,600602,IN,OWNER_OCCUPIED,16967445.02,1254416.55
602,602,LOC000602,702 Main Street,,Bengaluru,KA,600603,US,TENANT_OCCUPIED,11982990.12,2643614.59
603,603,LOC000603,703 Main Street,Suite 4,Mumbai,MH,600604,IN,VACANT,8217450.59,1585859.08
604,604,LOC000604,704 Main Street,,Hyderabad,TS,600605,US,UNDER_CONSTRUCTION,7120508.98,1698689.68
605,605,LOC000605,705 Main Street,,Vijayawada,AP,600606,IN,OWNER_OCCUPIED,3778587.81,2576892.26
606,606,LOC000606,706 Main Street,Suite 7,Kochi,KL,600607,US,TENANT_OCCUPIED,2723519.48,2574262.71
607,607,LOC000607,707 Main Street,,Delhi,DL,600608,IN,VACANT,18165493.27,1779407.56
608,608,LOC000608,708 Main Street,,Ahmedabad,GJ,600609,US,UNDER_CONSTRUCTION,14683892.56,4103795.58
609,609,LOC000609,709 Main Street,Suite 10,Jaipur,RJ,600610,IN,OWNER_OCCUPIED,16393221.61,1219530.8
610,610,LOC000610,710 Main Street,,Kolkata,WB,600611,US,TENANT_OCCUPIED,3355662.26,1026495.42
611,611,LOC000611,711 Main Street,,Chennai,TN,600612,IN,VACANT,12246780.21,3813065.71
612,612,LOC000612,712 Main Street,Suite 13,Bengaluru,KA,600613,US,UNDER_CONSTRUCTION,13282425.71,926873.34
613,613,LOC000613,713 Main Street,,Mumbai,MH,600614,IN,OWNER_OCCUPIED,15570537.74,2495879.27
614,614,LOC000614,714 Main Street,,Hyderabad,TS,600615,US,TENANT_OCCUPIED,15211693.59,3811391.89
615,615,LOC000615,715 Main Street,Suite 16,Vijayawada,AP,600616,IN,VACANT,9253652.51,4624563.58
616,616,LOC000616,716 Main Street,,Kochi,KL,600617,US,UNDER_CONSTRUCTION,11507589.78,3194726.68
617,617,LOC000617,717 Main Street,,Delhi,DL,600618,IN,OWNER_OCCUPIED,12678174.7,4328022.03
618,618,LOC000618,718 Main Street,Suite 19,Ahmedabad,GJ,600619,US,TENANT_OCCUPIED,12730739.43,797239.14
619,619,LOC000619,719 Main Street,,Jaipur,RJ,600620,IN,VACANT,1831582.04,2238929.92
620,620,LOC000620,720 Main Street,,Kolkata,WB,600621,US,UNDER_CONSTRUCTION,6404998.49,1409634.65
621,621,LOC000621,721 Main Street,Suite 22,Chennai,TN,600622,IN,OWNER_OCCUPIED,1595356.34,2561317.58
622,622,LOC000622,722 Main Street,,Bengaluru,KA,600623,US,TENANT_OCCUPIED,6552953.09,2286973.63
623,623,LOC000623,723 Main Street,,Mumbai,MH,600624,IN,VACANT,1609355.99,4166898.33
624,624,LOC000624,724 Main Street,Suite 25,Hyderabad,TS,600625,US,UNDER_CONSTRUCTION,1996254.52,4328037.67
625,625,LOC000625,725 Main Street,,Vijayawada,AP,600626,IN,OWNER_OCCUPIED,17178220.74,3094291.52
626,626,LOC000626,726 Main Street,,Kochi,KL,600627,US,TENANT_OCCUPIED,10387822.44,2340422.71
627,627,LOC000627,727 Main Street,Suite 28,Delhi,DL,600628,IN,VACANT,11309169.24,3969498.1
628,628,LOC000628,728 Main Street,,Ahmedabad,GJ,600629,US,UNDER_CONSTRUCTION,17969596.93,2276181.83
629,629,LOC000629,729 Main Street,,Jaipur,RJ,600630,IN,OWNER_OCCUPIED,16291410.4,3276595.4
630,630,LOC000630,730 Main Street,Suite 31,Kolkata,WB,600631,US,TENANT_OCCUPIED,6769771.88,2404363.69
631,631,LOC000631,731 Main Street,,Chennai,TN,600632,IN,VACANT,3441791.0,356274.82
632,632,LOC000632,732 Main Street,,Bengaluru,KA,600633,US,UNDER_CONSTRUCTION,2518286.61,4500677.83
633,633,LOC000633,733 Main Street,Suite 34,Mumbai,MH,600634,IN,OWNER_OCCUPIED,7197036.63,3585861.97
634,634,LOC000634,734 Main Street,,Hyderabad,TS,600635,US,TENANT_OCCUPIED,10338705.53,904166.61
635,635,LOC000635,735 Main Street,,Vijayawada,AP,600636,IN,VACANT,5331002.61,2216903.46
636,636,LOC000636,736 Main Street,Suite 37,Kochi,KL,600637,US,UNDER_CONSTRUCTION,9068724.94,2637602.77
637,637,LOC000637,737 Main Street,,Delhi,DL,600638,IN,OWNER_OCCUPIED,3595551.06,1895617.31
638,638,LOC000638,738 Main Street,,Ahmedabad,GJ,600639,US,TENANT_OCCUPIED,6016424.78,2073408.52
639,639,LOC000639,739 Main Street,Suite 40,Jaipur,RJ,600640,IN,VACANT,7098159.36,3009535.02
640,640,LOC000640,740 Main Street,,Kolkata,WB,600641,US,UNDER_CONSTRUCTION,15889925.17,3254161.52
641,641,LOC000641,741 Main Street,,Chennai,TN,600642,IN,OWNER_OCCUPIED,1785281.16,517804.44
642,642,LOC000642,742 Main Street,Suite 43,Bengaluru,KA,600643,US,TENANT_OCCUPIED,13728397.22,1456527.52
643,643,LOC000643,743 Main Street,,Mumbai,MH,600644,IN,VACANT,14612806.27,3299992.23
644,644,LOC000644,744 Main Street,,Hyderabad,TS,600645,US,UNDER_CONSTRUCTION,18173682.59,4372734.33
645,645,LOC000645,745 Main Street,Suite 46,Vijayawada,AP,600646,IN,OWNER_OCCUPIED,7000559.7,2934560.6
646,646,LOC000646,746 Main Street,,Kochi,KL,600647,US,TENANT_OCCUPIED,3257853.42,1781612.9
647,647,LOC000647,747 Main Street,,Delhi,DL,600648,IN,VACANT,19370081.9,3507475.82
648,648,LOC000648,748 Main Street,Suite 49,Ahmedabad,GJ,600649,US,UNDER_CONSTRUCTION,8143180.69,2995454.08
649,649,LOC000649,749 Main Street,,Jaipur,RJ,600650,IN,OWNER_OCCUPIED,18791042.89,1582430.34
650,650,LOC000650,750 Main Street,,Kolkata,WB,600651,US,TENANT_OCCUPIED,7845246.47,3968726.69
651,651,LOC000651,751 Main Street,Suite 2,Chennai,TN,600652,IN,VACANT,16357103.28,3367076.18
652,652,LOC000652,752 Main Street,,Bengaluru,KA,600653,US,UNDER_CONSTRUCTION,16664699.97,3706934.63
653,653,LOC000653,753 Main Street,,Mumbai,MH,600654,IN,OWNER_OCCUPIED,13865581.59,2655647.03
654,654,LOC000654,754 Main Street,Suite 5,Hyderabad,TS,600655,US,TENANT_OCCUPIED,13097484.0,2145861.51
655,655,LOC000655,755 Main Street,,Vijayawada,AP,600656,IN,VACANT,7555647.88,1844858.46
656,656,LOC000656,756 Main Street,,Kochi,KL,600657,US,UNDER_CONSTRUCTION,4015127.0,1110253.67
657,657,LOC000657,757 Main Street,Suite 8,Delhi,DL,600658,IN,OWNER_OCCUPIED,18979531.22,2457041.06
658,658,LOC000658,758 Main Street,,Ahmedabad,GJ,600659,US,TENANT_OCCUPIED,4917589.41,730948.5
659,659,LOC000659,759 Main Street,,Jaipur,RJ,600660,IN,VACANT,2004719.14,4229920.52
660,660,LOC000660,760 Main Street,Suite 11,Kolkata,WB,600661,US,UNDER_CONSTRUCTION,2472244.89,3865829.87
661,661,LOC000661,761 Main Street,,Chennai,TN,600662,IN,OWNER_OCCUPIED,16784836.62,4424226.72
662,662,LOC000662,762 Main Street,,Bengaluru,KA,600663,US,TENANT_OCCUPIED,1236076.1,1716983.64
663,663,LOC000663,763 Main Street,Suite 14,Mumbai,MH,600664,IN,VACANT,15442998.29,698692.76
664,664,LOC000664,764 Main Street,,Hyderabad,TS,600665,US,UNDER_CONSTRUCTION,7846037.48,853123.7
665,665,LOC000665,765 Main Street,,Vijayawada,AP,600666,IN,OWNER_OCCUPIED,16711228.61,3866934.18
666,666,LOC000666,766 Main Street,Suite 17,Kochi,KL,600667,US,TENANT_OCCUPIED,16276352.53,869418.87
667,667,LOC000667,767 Main Street,,Delhi,DL,600668,IN,VACANT,9034631.4,2083750.13
668,668,LOC000668,768 Main Street,,Ahmedabad,GJ,600669,US,UNDER_CONSTRUCTION,13689076.98,1225774.5
669,669,LOC000669,769 Main Street,Suite 20,Jaipur,RJ,600670,IN,OWNER_OCCUPIED,9161874.84,1460393.27
670,670,LOC000670,770 Main Street,,Kolkata,WB,600671,US,TENANT_OCCUPIED,15096462.1,2272193.42
671,671,LOC000671,771 Main Street,,Chennai,TN,600672,IN,VACANT,10913217.42,1581866.09
672,672,LOC000672,772 Main Street,Suite 23,Bengaluru,KA,600673,US,UNDER_CONSTRUCTION,16268165.49,2371627.24
673,673,LOC000673,773 Main Street,,Mumbai,MH,600674,IN,OWNER_OCCUPIED,16784711.16,1870812.74
674,674,LOC000674,774 Main Street,,Hyderabad,TS,600675,US,TENANT_OCCUPIED,18969038.32,4922976.98
675,675,LOC000675,775 Main Street,Suite 26,Vijayawada,AP,600676,IN,VACANT,9502759.58,1444770.08
676,676,LOC000676,776 Main Street,,Kochi,KL,600677,US,UNDER_CONSTRUCTION,7946512.47,2660925.95
677,677,LOC000677,777 Main Street,,Delhi,DL,600678,IN,OWNER_OCCUPIED,19342228.99,4093611.64
678,678,LOC000678,778 Main Street,Suite 29,Ahmedabad,GJ,600679,US,TENANT_OCCUPIED,16124554.87,735072.75
679,679,LOC000679,779 Main Street,,Jaipur,RJ,600680,IN,VACANT,5375062.63,3223836.23
680,680,LOC000680,780 Main Street,,Kolkata,WB,600681,US,UNDER_CONSTRUCTION,17545280.43,2794976.69
681,681,LOC000681,781 Main Street,Suite 32,Chennai,TN,600682,IN,OWNER_OCCUPIED,2500499.77,4237166.77
682,682,LOC000682,782 Main Street,,Bengaluru,KA,600683,US,TENANT_OCCUPIED,17097737.94,1461061.92
683,683,LOC000683,783 Main Street,,Mumbai,MH,600684,IN,VACANT,15380778.19,1400316.93
684,684,LOC000684,784 Main Street,Suite 35,Hyderabad,TS,600685,US,UNDER_CONSTRUCTION,18153471.08,779375.85
685,685,LOC000685,785 Main Street,,Vijayawada,AP,600686,IN,OWNER_OCCUPIED,9030714.92,4734745.65
686,686,LOC000686,786 Main Street,,Kochi,KL,600687,US,TENANT_OCCUPIED,4829741.13,2283083.55
687,687,LOC000687,787 Main Street,Suite 38,Delhi,DL,600688,IN,VACANT,7316909.02,182017.44
688,688,LOC000688,788 Main Street,,Ahmedabad,GJ,600689,US,UNDER_CONSTRUCTION,1538509.3,2534935.22
689,689,LOC000689,789 Main Street,,Jaipur,RJ,600690,IN,OWNER_OCCUPIED,5097672.44,4972900.49
690,690,LOC000690,790 Main Street,Suite 41,Kolkata,WB,600691,US,TENANT_OCCUPIED,7810797.13,189528.35
691,691,LOC000691,791 Main Street,,Chennai,TN,600692,IN,VACANT,18651105.14,4203922.62
692,692,LOC000692,792 Main Street,,Bengaluru,KA,600693,US,UNDER_CONSTRUCTION,13174233.34,3967334.16
693,693,LOC000693,793 Main Street,Suite 44,Mumbai,MH,600694,IN,OWNER_OCCUPIED,3183191.96,1470053.02
694,694,LOC000694,794 Main Street,,Hyderabad,TS,600695,US,TENANT_OCCUPIED,16680350.87,3495556.34
695,695,LOC000695,795 Main Street,,Vijayawada,AP,600696,IN,VACANT,3206457.49,3542404.07
696,696,LOC000696,796 Main Street,Suite 47,Kochi,KL,600697,US,UNDER_CONSTRUCTION,9247728.74,75993.43
697,697,LOC000697,797 Main Street,,Delhi,DL,600698,IN,OWNER_OCCUPIED,2044902.54,1316823.45
698,698,LOC000698,798 Main Street,,Ahmedabad,GJ,600699,US,TENANT_OCCUPIED,16781780.44,2766581.01
699,699,LOC000699,799 Main Street,Suite 50,Jaipur,RJ,600700,IN,VACANT,14681078.31,2662468.95
700,700,LOC000700,800 Main Street,,Kolkata,WB,600701,US,UNDER_CONSTRUCTION,2668143.78,1476102.81
701,701,LOC000701,801 Main Street,,Chennai,TN,600702,IN,OWNER_OCCUPIED,6372448.29,286359.76
702,702,LOC000702,802 Main Street,Suite 3,Bengaluru,KA,600703,US,TENANT_OCCUPIED,8686598.1,3979800.59
703,703,LOC000703,803 Main Street,,Mumbai,MH,600704,IN,VACANT,9413715.52,598746.58
704,704,LOC000704,804 Main Street,,Hyderabad,TS,600705,US,UNDER_CONSTRUCTION,18150364.27,3003858.26
705,705,LOC000705,805 Main Street,Suite 6,Vijayawada,AP,600706,IN,OWNER_OCCUPIED,820489.37,2601109.86
706,706,LOC000706,806 Main Street,,Kochi,KL,600707,US,TENANT_OCCUPIED,5217793.62,760705.36
707,707,LOC000707,807 Main Street,,Delhi,DL,600708,IN,VACANT,8870158.42,3093307.43
708,708,LOC000708,808 Main Street,Suite 9,Ahmedabad,GJ,600709,US,UNDER_CONSTRUCTION,5191002.66,2112009.6
709,709,LOC000709,809 Main Street,,Jaipur,RJ,600710,IN,OWNER_OCCUPIED,13455240.38,473789.08
710,710,LOC000710,810 Main Street,,Kolkata,WB,600711,US,TENANT_OCCUPIED,19505762.57,385012.65
711,711,LOC000711,811 Main Street,Suite 12,Chennai,TN,600712,IN,VACANT,10758159.18,2561272.1
712,712,LOC000712,812 Main Street,,Bengaluru,KA,600713,US,UNDER_CONSTRUCTION,19772463.97,2793052.16
713,713,LOC000713,813 Main Street,,Mumbai,MH,600714,IN,OWNER_OCCUPIED,8113847.78,2377168.64
714,714,LOC000714,814 Main Street,Suite 15,Hyderabad,TS,600715,US,TENANT_OCCUPIED,12895580.43,4906145.14
715,715,LOC000715,815 Main Street,,Vijayawada,AP,600716,IN,VACANT,5446180.09,130399.04
716,716,LOC000716,816 Main Street,,Kochi,KL,600717,US,UNDER_CONSTRUCTION,15876140.32,1756772.34
717,717,LOC000717,817 Main Street,Suite 18,Delhi,DL,600718,IN,OWNER_OCCUPIED,14792349.92,3159871.96
718,718,LOC000718,818 Main Street,,Ahmedabad,GJ,600719,US,TENANT_OCCUPIED,15544276.8,3689175.57
